route	source_lexicality	label	relative_position	interpolated_error_rate	n_items_x_seeds_total
ltm	pseudo	Pseudowords	0.5353535353535354	0.09104320685632267	1600
ltm	pseudo	Pseudowords	0.5454545454545455	0.09229902814181648	1600
ltm	pseudo	Pseudowords	0.5555555555555556	0.09355622616797746	1600
ltm	pseudo	Pseudowords	0.5656565656565657	0.09482143070578417	1600
ltm	pseudo	Pseudowords	0.5757575757575758	0.09612341175797554	1600
ltm	pseudo	Pseudowords	0.5858585858585859	0.09763539766056283	1600
ltm	pseudo	Pseudowords	0.595959595959596	0.09936728498139535	1600
ltm	pseudo	Pseudowords	0.6060606060606061	0.10128753254593569	1600
ltm	pseudo	Pseudowords	0.6161616161616162	0.10336459917964655	1600
ltm	pseudo	Pseudowords	0.6262626262626263	0.1055679522424154	1600
ltm	pseudo	Pseudowords	0.6363636363636365	0.10793407583825058	1600
ltm	pseudo	Pseudowords	0.6464646464646465	0.11043684035957327	1600
ltm	pseudo	Pseudowords	0.6565656565656566	0.11299426122281375	1600
ltm	pseudo	Pseudowords	0.6666666666666667	0.11552435384440216	1600
ltm	pseudo	Pseudowords	0.6767676767676768	0.11798051075132941	1600
ltm	pseudo	Pseudowords	0.686868686868687	0.12032001940400389	1600
ltm	pseudo	Pseudowords	0.696969696969697	0.12246673761898184	1600
ltm	pseudo	Pseudowords	0.7070707070707072	0.1243445232128197	1600
ltm	pseudo	Pseudowords	0.7171717171717172	0.12588661286936667	1600
ltm	pseudo	Pseudowords	0.7272727272727273	0.1271887340642567	1600
ltm	pseudo	Pseudowords	0.7373737373737375	0.1282668520325956	1600
ltm	pseudo	Pseudowords	0.7474747474747475	0.12908142649578205	1600
ltm	pseudo	Pseudowords	0.7575757575757577	0.12966549666929203	1600
ltm	pseudo	Pseudowords	0.7676767676767677	0.130181500129364	1600
ltm	pseudo	Pseudowords	0.7777777777777778	0.13064557985924732	1600
ltm	pseudo	Pseudowords	0.787878787878788	0.13106631570526198	1600
ltm	pseudo	Pseudowords	0.797979797979798	0.13145228751372784	1600
ltm	pseudo	Pseudowords	0.8080808080808082	0.13181207513096477	1600
ltm	pseudo	Pseudowords	0.8181818181818182	0.1321542584032927	1600
ltm	pseudo	Pseudowords	0.8282828282828284	0.13248741717703152	1600
ltm	pseudo	Pseudowords	0.8383838383838385	0.13282694878465748	1600
ltm	pseudo	Pseudowords	0.8484848484848485	0.13322108579809352	1600
ltm	pseudo	Pseudowords	0.8585858585858587	0.13368208218885197	1600
ltm	pseudo	Pseudowords	0.8686868686868687	0.13421831889549332	1600
